id_orden;linea_orden;id_producto;id_vendedor;cantidad;fecha_orden;id_cliente
486;5;9423;60;3;05/01/2004;16929
486;6;2120;84;3;05/01/2004;16929
486;7;3334;99;2;05/01/2004;16929
486;8;2362;65;3;05/01/2004;16929
486;9;6885;64;3;05/01/2004;16929
487;1;6612;56;2;01/01/2004;4473
487;2;7413;72;1;01/01/2004;4473
487;3;6872;48;3;01/01/2004;4473
487;4;9216;5;3;01/01/2004;4473
487;5;8737;95;2;01/01/2004;4473
487;6;2612;9;3;01/01/2004;4473
487;7;2684;34;3;01/01/2004;4473
487;8;4591;92;3;01/01/2004;4473
488;1;1349;39;1;05/01/2004;8026
488;2;7982;29;2;05/01/2004;8026
488;3;8377;96;2;05/01/2004;8026
488;4;3346;81;3;05/01/2004;8026
489;1;184;54;2;23/01/2004;12829
489;2;4465;93;3;23/01/2004;12829
489;3;3366;58;2;23/01/2004;12829
489;4;5649;42;1;23/01/2004;12829
490;1;6056;27;2;31/01/2004;16522
490;2;1171;93;3;31/01/2004;16522
490;3;384;26;3;31/01/2004;16522
491;1;5442;5;3;04/01/2004;3465
491;2;4124;10;3;04/01/2004;3465
491;3;7388;88;1;04/01/2004;3465
491;4;5202;36;2;04/01/2004;3465
491;5;4939;3;2;04/01/2004;3465
491;6;8680;97;3;04/01/2004;3465
491;7;2441;8;1;04/01/2004;3465
491;8;3085;35;3;04/01/2004;3465
491;9;4148;88;1;04/01/2004;3465
492;1;2300;11;2;20/01/2004;11856
492;2;14;28;1;20/01/2004;11856
492;3;5587;90;1;20/01/2004;11856
493;1;4972;45;2;14/01/2004;12183
493;2;8645;47;1;14/01/2004;12183
493;3;5900;50;2;14/01/2004;12183
493;4;6687;28;1;14/01/2004;12183
493;5;9232;100;2;14/01/2004;12183
493;6;242;57;1;14/01/2004;12183
493;7;7411;94;1;14/01/2004;12183
493;8;9763;1;1;14/01/2004;12183
493;9;6149;51;2;14/01/2004;12183
494;1;7810;6;3;24/01/2004;2788
494;2;2468;36;2;24/01/2004;2788
494;3;9826;38;3;24/01/2004;2788
494;4;9488;24;1;24/01/2004;2788
494;5;6740;75;2;24/01/2004;2788
494;6;5050;87;2;24/01/2004;2788
494;7;6819;9;1;24/01/2004;2788
494;8;9231;48;2;24/01/2004;2788
494;9;1787;94;3;24/01/2004;2788
495;1;5353;83;3;28/01/2004;4056
495;2;7841;19;1;28/01/2004;4056
495;3;6012;70;2;28/01/2004;4056
495;4;2895;17;2;28/01/2004;4056
495;5;5112;55;1;28/01/2004;4056
495;6;3067;28;3;28/01/2004;4056
496;1;3268;4;1;13/01/2004;5784
496;2;8048;41;3;13/01/2004;5784
496;3;6587;36;2;13/01/2004;5784
496;4;9267;92;2;13/01/2004;5784
497;1;3082;99;2;26/01/2004;2107
497;2;3524;100;3;26/01/2004;2107
497;3;4313;46;1;26/01/2004;2107
497;4;9936;21;1;26/01/2004;2107
497;5;6691;23;1;26/01/2004;2107
497;6;4856;80;1;26/01/2004;2107
497;7;3534;91;3;26/01/2004;2107
498;1;1222;20;2;30/01/2004;15268
498;2;5045;49;3;30/01/2004;15268
498;3;2399;69;1;30/01/2004;15268
498;4;4135;97;1;30/01/2004;15268
499;1;9748;73;2;24/01/2004;5011
499;2;6141;6;1;24/01/2004;5011
500;1;777;69;1;14/01/2004;906
500;2;6999;60;2;14/01/2004;906
500;3;3127;79;1;14/01/2004;906
500;4;3554;33;1;14/01/2004;906
501;1;8449;97;1;26/01/2004;8735
501;2;8656;24;1;26/01/2004;8735
501;3;3025;92;1;26/01/2004;8735
501;4;2513;75;1;26/01/2004;8735
501;5;5295;66;2;26/01/2004;8735
501;6;2199;89;2;26/01/2004;8735
501;7;1031;86;3;26/01/2004;8735
501;8;8314;65;2;26/01/2004;8735
501;9;8792;35;1;26/01/2004;8735
502;1;5200;90;3;30/01/2004;19136
502;2;6963;98;3;30/01/2004;19136
502;3;9908;27;2;30/01/2004;19136
502;4;3121;27;2;30/01/2004;19136
502;5;4516;4;1;30/01/2004;19136
502;6;7651;23;1;30/01/2004;19136
503;1;1147;99;1;08/01/2004;1350
503;2;160;6;2;08/01/2004;1350
503;3;6298;4;1;08/01/2004;1350
503;4;1684;73;2;08/01/2004;1350
503;5;6454;7;1;08/01/2004;1350
504;1;2318;12;2;24/01/2004;11774
504;2;9234;86;3;24/01/2004;11774
505;1;5397;54;3;13/01/2004;18281
505;2;8686;12;1;13/01/2004;18281
505;3;2096;30;1;13/01/2004;18281
505;4;3723;28;3;13/01/2004;18281
505;5;6030;50;2;13/01/2004;18281
505;6;9312;88;2;13/01/2004;18281
505;7;8214;54;2;13/01/2004;18281
506;1;373;23;3;23/01/2004;19795
506;2;9718;5;1;23/01/2004;19795
506;3;9612;48;1;23/01/2004;19795
506;4;5658;16;3;23/01/2004;19795
507;1;6770;59;2;05/01/2004;19308
507;2;4651;82;2;05/01/2004;19308
507;3;6430;23;3;05/01/2004;19308
507;4;6556;93;1;05/01/2004;19308
507;5;4803;3;1;05/01/2004;19308
507;6;5022;4;2;05/01/2004;19308
508;1;3132;45;3;28/01/2004;6470
508;2;9982;71;2;28/01/2004;6470
508;3;7721;46;3;28/01/2004;6470
508;4;3919;69;3;28/01/2004;6470
508;5;1736;8;3;28/01/2004;6470
508;6;6179;82;1;28/01/2004;6470
509;1;7547;2;2;29/01/2004;8328
509;2;1455;52;2;29/01/2004;8328
509;3;176;95;3;29/01/2004;8328
509;4;4129;38;2;29/01/2004;8328
509;5;596;44;3;29/01/2004;8328
509;6;9093;24;3;29/01/2004;8328
510;1;8757;23;2;08/01/2004;17630
510;2;9020;44;2;08/01/2004;17630
510;3;5201;10;1;08/01/2004;17630
510;4;3811;79;3;08/01/2004;17630
510;5;2515;82;3;08/01/2004;17630
511;1;7745;41;1;31/01/2004;3490
511;2;2198;77;3;31/01/2004;3490
511;3;5675;77;1;31/01/2004;3490
511;4;7210;20;3;31/01/2004;3490
511;5;7352;100;3;31/01/2004;3490
511;6;8953;54;2;31/01/2004;3490
511;7;7174;16;1;31/01/2004;3490
511;8;5259;80;1;31/01/2004;3490
512;1;493;1;2;22/01/2004;8031
512;2;8811;35;2;22/01/2004;8031
512;3;331;53;1;22/01/2004;8031
512;4;4292;65;1;22/01/2004;8031
512;5;3071;94;3;22/01/2004;8031
512;6;9088;63;1;22/01/2004;8031
513;1;3658;58;3;01/01/2004;2569
513;2;5620;71;1;01/01/2004;2569
513;3;5030;97;2;01/01/2004;2569
513;4;7453;23;1;01/01/2004;2569
513;5;5909;86;1;01/01/2004;2569
513;6;4896;46;1;01/01/2004;2569
514;1;6483;10;3;21/01/2004;6177
514;2;1523;46;3;21/01/2004;6177
514;3;8770;79;2;21/01/2004;6177
514;4;7133;60;1;21/01/2004;6177
514;5;4257;20;2;21/01/2004;6177
514;6;2656;11;2;21/01/2004;6177
514;7;7504;93;1;21/01/2004;6177
515;1;2171;83;2;01/01/2004;2323
515;2;405;1;3;01/01/2004;2323
515;3;7128;49;2;01/01/2004;2323
515;4;2335;62;1;01/01/2004;2323
515;5;9075;41;3;01/01/2004;2323
515;6;5111;76;3;01/01/2004;2323
516;1;8406;63;2;20/01/2004;3187
516;2;3616;41;2;20/01/2004;3187
516;3;5763;41;3;20/01/2004;3187
516;4;1757;74;3;20/01/2004;3187
516;5;2271;79;3;20/01/2004;3187
516;6;1089;62;1;20/01/2004;3187
516;7;422;83;1;20/01/2004;3187
516;8;8318;42;1;20/01/2004;3187
517;1;5036;30;2;19/01/2004;17446
517;2;5057;64;2;19/01/2004;17446
517;3;3611;91;1;19/01/2004;17446
518;1;7694;16;1;06/01/2004;19783
518;2;891;93;1;06/01/2004;19783
518;3;5705;56;2;06/01/2004;19783
518;4;9182;41;3;06/01/2004;19783
518;5;5070;40;1;06/01/2004;19783
518;6;6722;55;2;06/01/2004;19783
518;7;3938;83;3;06/01/2004;19783
519;1;978;42;1;23/01/2004;4511
519;2;6084;6;2;23/01/2004;4511
519;3;6501;77;1;23/01/2004;4511
520;1;3;16;1;01/01/2004;223
520;2;8910;36;3;01/01/2004;223
521;1;6452;90;3;11/01/2004;19599
521;2;6401;38;1;11/01/2004;19599
521;3;9640;98;1;11/01/2004;19599
521;4;7680;14;2;11/01/2004;19599
521;5;266;21;2;11/01/2004;19599
521;6;5833;65;1;11/01/2004;19599
521;7;7870;74;3;11/01/2004;19599
521;8;1952;66;2;11/01/2004;19599
521;9;2825;53;3;11/01/2004;19599
522;1;4889;75;3;16/01/2004;5896
522;2;9470;84;2;16/01/2004;5896
522;3;6261;79;1;16/01/2004;5896
522;4;3598;51;2;16/01/2004;5896
522;5;1644;50;1;16/01/2004;5896
522;6;3454;32;3;16/01/2004;5896
523;1;6671;100;1;05/01/2004;6187
523;2;4072;51;1;05/01/2004;6187
523;3;1433;1;1;05/01/2004;6187
523;4;9314;32;2;05/01/2004;6187
523;5;5894;21;1;05/01/2004;6187
523;6;1836;24;1;05/01/2004;6187
523;7;5086;5;1;05/01/2004;6187
523;8;7389;59;3;05/01/2004;6187
523;9;8963;84;3;05/01/2004;6187
524;1;490;93;1;12/01/2004;10448
524;2;7418;20;2;12/01/2004;10448
524;3;9251;8;3;12/01/2004;10448
524;4;7037;30;1;12/01/2004;10448
524;5;8239;73;2;12/01/2004;10448
524;6;1849;39;1;12/01/2004;10448
524;7;6211;91;1;12/01/2004;10448
525;1;7662;23;3;14/01/2004;11048
526;1;2721;72;3;04/01/2004;5494
526;2;5379;67;2;04/01/2004;5494
526;3;3084;9;2;04/01/2004;5494
526;4;3862;65;2;04/01/2004;5494
526;5;6148;10;1;04/01/2004;5494
526;6;7517;47;2;04/01/2004;5494
526;7;268;24;2;04/01/2004;5494
526;8;5816;39;3;04/01/2004;5494
527;1;945;40;2;26/01/2004;15328
527;2;9995;59;3;26/01/2004;15328
527;3;5212;89;3;26/01/2004;15328
527;4;6108;39;2;26/01/2004;15328
527;5;403;23;2;26/01/2004;15328
528;1;9616;72;2;16/01/2004;6246
529;1;4756;41;3;17/01/2004;6953
529;2;6730;12;2;17/01/2004;6953
530;1;209;73;2;05/01/2004;5091
530;2;4321;85;1;05/01/2004;5091
530;3;9412;34;2;05/01/2004;5091
530;4;8761;31;2;05/01/2004;5091
530;5;1971;76;2;05/01/2004;5091
530;6;967;10;1;05/01/2004;5091
530;7;9872;66;2;05/01/2004;5091
530;8;5497;90;1;05/01/2004;5091
530;9;6072;86;2;05/01/2004;5091
531;1;2586;10;2;27/01/2004;2509
531;2;5240;33;3;27/01/2004;2509
531;3;8367;23;3;27/01/2004;2509
531;4;1861;82;1;27/01/2004;2509
531;5;6680;68;1;27/01/2004;2509
531;6;6241;81;1;27/01/2004;2509
531;7;3222;6;2;27/01/2004;2509
531;8;5316;84;1;27/01/2004;2509
532;1;9661;44;3;01/01/2004;14574
532;2;7071;61;2;01/01/2004;14574
533;1;4397;68;3;30/01/2004;6284
533;2;6345;4;3;30/01/2004;6284
533;3;2199;94;1;30/01/2004;6284
533;4;6297;72;1;30/01/2004;6284
533;5;8414;3;3;30/01/2004;6284
533;6;2462;60;2;30/01/2004;6284
533;7;226;86;3;30/01/2004;6284
533;8;6095;84;2;30/01/2004;6284
534;1;8697;35;1;14/01/2004;2821
534;2;5871;78;3;14/01/2004;2821
534;3;9003;82;1;14/01/2004;2821
534;4;3514;73;3;14/01/2004;2821
534;5;6083;58;2;14/01/2004;2821
535;1;7461;55;2;21/01/2004;959
535;2;4530;6;2;21/01/2004;959
535;3;5402;99;1;21/01/2004;959
536;1;6564;52;2;06/01/2004;15725
536;2;5588;41;1;06/01/2004;15725
537;1;3297;88;1;18/01/2004;2034
537;2;2595;26;1;18/01/2004;2034
537;3;4359;12;2;18/01/2004;2034
537;4;760;77;1;18/01/2004;2034
538;1;306;18;3;31/01/2004;14721
538;2;7362;14;2;31/01/2004;14721
538;3;2139;57;1;31/01/2004;14721
539;1;6192;36;3;25/01/2004;8105
539;2;9945;68;1;25/01/2004;8105
539;3;8107;28;2;25/01/2004;8105
539;4;2796;73;2;25/01/2004;8105
539;5;9724;22;2;25/01/2004;8105
539;6;5071;45;1;25/01/2004;8105
540;1;9870;80;3;27/01/2004;18858
540;2;6512;92;1;27/01/2004;18858
540;3;842;99;3;27/01/2004;18858
540;4;9171;86;3;27/01/2004;18858
540;5;1651;88;1;27/01/2004;18858
540;6;967;20;3;27/01/2004;18858
540;7;5361;33;1;27/01/2004;18858
540;8;5243;71;1;27/01/2004;18858
540;9;8780;22;2;27/01/2004;18858
541;1;541;44;1;11/01/2004;13774
541;2;2221;8;2;11/01/2004;13774
541;3;2715;20;1;11/01/2004;13774
541;4;5041;27;1;11/01/2004;13774
541;5;9764;58;2;11/01/2004;13774
541;6;9457;7;2;11/01/2004;13774
542;1;8501;28;2;18/01/2004;595
542;2;6179;23;3;18/01/2004;595
542;3;4170;93;1;18/01/2004;595
542;4;1058;94;3;18/01/2004;595
542;5;3092;68;3;18/01/2004;595
543;1;2551;8;3;15/01/2004;12847
543;2;5670;94;2;15/01/2004;12847
543;3;2876;16;3;15/01/2004;12847
543;4;5384;93;3;15/01/2004;12847
543;5;9525;52;2;15/01/2004;12847
544;1;9279;53;2;09/01/2004;17962
544;2;3396;82;3;09/01/2004;17962
544;3;9254;97;3;09/01/2004;17962
544;4;7246;76;2;09/01/2004;17962
544;5;1114;71;3;09/01/2004;17962
544;6;2835;79;2;09/01/2004;17962
544;7;8141;78;3;09/01/2004;17962
544;8;629;66;2;09/01/2004;17962
545;1;7951;35;2;09/01/2004;6358
545;2;6761;82;2;09/01/2004;6358
545;3;2922;86;2;09/01/2004;6358
545;4;8482;100;2;09/01/2004;6358
545;5;5266;82;3;09/01/2004;6358
545;6;4274;14;2;09/01/2004;6358
545;7;4415;75;3;09/01/2004;6358
545;8;2323;75;2;09/01/2004;6358
546;1;7872;4;3;23/01/2004;19138
546;2;2562;85;2;23/01/2004;19138
546;3;7360;52;1;23/01/2004;19138
546;4;879;8;1;23/01/2004;19138
546;5;6369;9;1;23/01/2004;19138
546;6;8443;32;2;23/01/2004;19138
546;7;8014;21;2;23/01/2004;19138
546;8;7653;79;1;23/01/2004;19138
547;1;6037;23;1;05/01/2004;12268
547;2;1297;57;1;05/01/2004;12268
547;3;8626;69;2;05/01/2004;12268
547;4;4118;84;2;05/01/2004;12268
547;5;3189;69;1;05/01/2004;12268
547;6;4226;18;1;05/01/2004;12268
547;7;1133;8;3;05/01/2004;12268
548;1;8558;87;2;22/01/2004;16984
548;2;960;74;3;22/01/2004;16984
548;3;665;15;3;22/01/2004;16984
548;4;2202;31;3;22/01/2004;16984
548;5;9909;82;2;22/01/2004;16984
548;6;4452;41;2;22/01/2004;16984
548;7;442;33;1;22/01/2004;16984
548;8;7548;13;1;22/01/2004;16984
549;1;2042;74;3;03/01/2004;12346
549;2;6264;20;2;03/01/2004;12346
549;3;9608;35;3;03/01/2004;12346
549;4;3054;31;3;03/01/2004;12346
549;5;5888;77;1;03/01/2004;12346
550;1;1445;18;1;15/01/2004;8890
550;2;4565;74;2;15/01/2004;8890
550;3;8358;57;2;15/01/2004;8890
550;4;7335;7;1;15/01/2004;8890
550;5;1064;24;3;15/01/2004;8890
550;6;3296;67;3;15/01/2004;8890
551;1;9289;86;3;30/01/2004;8467
551;2;3421;30;2;30/01/2004;8467
551;3;3093;88;1;30/01/2004;8467
551;4;2948;53;2;30/01/2004;8467
551;5;9709;73;3;30/01/2004;8467
552;1;9932;52;2;29/01/2004;8682
552;2;8593;79;2;29/01/2004;8682
552;3;8370;21;3;29/01/2004;8682
552;4;8969;50;2;29/01/2004;8682
552;5;9758;81;1;29/01/2004;8682
552;6;3481;93;1;29/01/2004;8682
552;7;8643;12;1;29/01/2004;8682
552;8;7287;1;2;29/01/2004;8682
553;1;2128;1;2;25/01/2004;13151
553;2;4317;99;2;25/01/2004;13151
554;1;8366;44;3;30/01/2004;8051
554;2;7220;49;3;30/01/2004;8051
554;3;1913;66;2;30/01/2004;8051
554;4;2794;5;1;30/01/2004;8051
554;5;2761;84;1;30/01/2004;8051
554;6;5985;97;1;30/01/2004;8051
554;7;1794;74;3;30/01/2004;8051
554;8;5572;24;1;30/01/2004;8051
555;1;9434;42;2;08/01/2004;5717
556;1;6636;54;3;06/01/2004;3122
556;2;9960;10;1;06/01/2004;3122
556;3;5616;53;3;06/01/2004;3122
556;4;7735;71;1;06/01/2004;3122
556;5;6624;5;3;06/01/2004;3122
556;6;8647;55;3;06/01/2004;3122
557;1;3926;53;1;31/01/2004;2815
557;2;5378;71;3;31/01/2004;2815
557;3;3409;36;3;31/01/2004;2815
557;4;2356;60;3;31/01/2004;2815
557;5;8167;19;1;31/01/2004;2815
557;6;1386;2;3;31/01/2004;2815
558;1;5794;9;2;11/01/2004;17689
558;2;531;56;1;11/01/2004;17689
558;3;4003;45;3;11/01/2004;17689
558;4;4245;100;1;11/01/2004;17689
558;5;7911;20;1;11/01/2004;17689
558;6;43;45;3;11/01/2004;17689
558;7;4299;46;1;11/01/2004;17689
558;8;3752;97;3;11/01/2004;17689
558;9;4193;20;3;11/01/2004;17689
559;1;4872;58;2;24/01/2004;15201
560;1;5102;92;1;06/01/2004;12514
560;2;5200;42;1;06/01/2004;12514
560;3;6311;91;2;06/01/2004;12514
560;4;2304;24;1;06/01/2004;12514
560;5;3995;28;2;06/01/2004;12514
561;1;9745;48;2;03/01/2004;3811
562;1;2625;87;3;07/01/2004;6991
562;2;3994;96;3;07/01/2004;6991
562;3;9759;14;3;07/01/2004;6991
562;4;4724;59;1;07/01/2004;6991
562;5;5122;93;3;07/01/2004;6991
562;6;6839;20;1;07/01/2004;6991
563;1;7768;69;2;01/01/2004;4075
563;2;6896;67;1;01/01/2004;4075
563;3;9969;21;3;01/01/2004;4075
563;4;3668;96;3;01/01/2004;4075
563;5;8815;48;2;01/01/2004;4075
563;6;3145;76;1;01/01/2004;4075
564;1;4788;88;1;22/01/2004;10212
564;2;9123;75;2;22/01/2004;10212
564;3;265;54;2;22/01/2004;10212
564;4;6171;3;2;22/01/2004;10212
564;5;3486;61;1;22/01/2004;10212
564;6;5609;95;2;22/01/2004;10212
564;7;5046;41;3;22/01/2004;10212
564;8;342;85;1;22/01/2004;10212
564;9;147;57;3;22/01/2004;10212
565;1;9523;67;2;15/01/2004;231
565;2;1654;58;1;15/01/2004;231
565;3;4901;81;3;15/01/2004;231
565;4;7773;46;1;15/01/2004;231
565;5;8092;45;1;15/01/2004;231
565;6;3709;95;3;15/01/2004;231
565;7;7108;58;2;15/01/2004;231
565;8;1060;40;1;15/01/2004;231
566;1;8303;77;1;30/01/2004;9089
566;2;1694;27;3;30/01/2004;9089
566;3;4145;2;1;30/01/2004;9089
566;4;5882;72;3;30/01/2004;9089
566;5;1956;49;1;30/01/2004;9089
567;1;4145;12;3;22/01/2004;2956
567;2;7176;99;1;22/01/2004;2956
567;3;2047;35;2;22/01/2004;2956
567;4;4479;70;2;22/01/2004;2956
567;5;2480;17;1;22/01/2004;2956
567;6;9729;31;2;22/01/2004;2956
567;7;4863;85;3;22/01/2004;2956
567;8;8084;25;1;22/01/2004;2956
568;1;5031;8;2;13/01/2004;12773
568;2;7590;96;1;13/01/2004;12773
568;3;5343;6;3;13/01/2004;12773
568;4;1865;62;1;13/01/2004;12773
568;5;1023;17;3;13/01/2004;12773
568;6;920;20;2;13/01/2004;12773
569;1;3361;48;1;20/01/2004;16189
569;2;4244;94;2;20/01/2004;16189
569;3;3148;91;2;20/01/2004;16189
569;4;9380;16;3;20/01/2004;16189
569;5;3059;87;3;20/01/2004;16189
569;6;9158;28;3;20/01/2004;16189
569;7;3850;18;1;20/01/2004;16189
569;8;2864;21;3;20/01/2004;16189
570;1;9997;25;1;26/01/2004;905
570;2;5908;54;1;26/01/2004;905
570;3;8359;3;3;26/01/2004;905
570;4;6187;18;2;26/01/2004;905
571;1;4834;69;3;16/01/2004;6543
571;2;4123;94;3;16/01/2004;6543
571;3;1504;63;2;16/01/2004;6543
571;4;5992;97;2;16/01/2004;6543
571;5;966;18;2;16/01/2004;6543
571;6;1677;46;2;16/01/2004;6543
571;7;6787;70;2;16/01/2004;6543
571;8;3695;72;2;16/01/2004;6543
572;1;5142;41;2;16/01/2004;6973
572;2;6009;3;2;16/01/2004;6973
572;3;1386;22;1;16/01/2004;6973
572;4;8302;97;2;16/01/2004;6973
572;5;5467;70;1;16/01/2004;6973
573;1;8282;3;1;15/01/2004;600
573;2;2215;8;2;15/01/2004;600
573;3;5190;79;1;15/01/2004;600
573;4;9423;41;3;15/01/2004;600
573;5;7996;24;2;15/01/2004;600
573;6;1406;57;1;15/01/2004;600
573;7;1257;9;2;15/01/2004;600
573;8;5177;98;3;15/01/2004;600
574;1;3820;72;2;05/01/2004;637
574;2;9591;6;1;05/01/2004;637
574;3;2159;60;2;05/01/2004;637
574;4;3712;72;3;05/01/2004;637
574;5;5357;9;1;05/01/2004;637
574;6;5460;99;2;05/01/2004;637
574;7;3462;39;3;05/01/2004;637
575;1;5517;70;3;25/01/2004;17302
575;2;3543;61;3;25/01/2004;17302
575;3;542;73;2;25/01/2004;17302
575;4;3321;78;2;25/01/2004;17302
575;5;4708;19;2;25/01/2004;17302
575;6;6037;43;3;25/01/2004;17302
575;7;2104;72;3;25/01/2004;17302
576;1;6751;2;2;16/01/2004;3388
576;2;3932;90;1;16/01/2004;3388
576;3;8522;77;3;16/01/2004;3388
576;4;5745;75;1;16/01/2004;3388
576;5;7066;44;2;16/01/2004;3388
576;6;634;12;3;16/01/2004;3388
576;7;989;79;2;16/01/2004;3388
577;1;9332;51;2;21/01/2004;9064
577;2;3030;96;2;21/01/2004;9064
577;3;1101;43;3;21/01/2004;9064
577;4;3212;33;1;21/01/2004;9064
577;5;8921;92;3;21/01/2004;9064
577;6;4897;76;1;21/01/2004;9064
577;7;5421;85;1;21/01/2004;9064
578;1;8743;39;3;21/01/2004;18703
578;2;7090;68;2;21/01/2004;18703
578;3;3154;21;3;21/01/2004;18703
578;4;3728;89;2;21/01/2004;18703
578;5;3874;94;1;21/01/2004;18703
579;1;3339;33;1;27/01/2004;13892
579;2;2044;7;2;27/01/2004;13892
579;3;9905;62;2;27/01/2004;13892
579;4;7642;7;3;27/01/2004;13892
579;5;3493;69;1;27/01/2004;13892
579;6;9722;61;3;27/01/2004;13892
579;7;4186;73;2;27/01/2004;13892
579;8;8265;56;3;27/01/2004;13892
580;1;2814;16;1;05/01/2004;14013
580;2;6225;81;2;05/01/2004;14013
580;3;4733;43;1;05/01/2004;14013
580;4;7040;15;2;05/01/2004;14013
580;5;7044;86;2;05/01/2004;14013
580;6;1412;32;1;05/01/2004;14013
580;7;5689;5;2;05/01/2004;14013
580;8;4821;6;2;05/01/2004;14013
581;1;5001;59;2;28/01/2004;4925
581;2;1118;50;3;28/01/2004;4925
582;1;6388;35;2;02/01/2004;18763
582;2;360;47;3;02/01/2004;18763
583;1;6682;71;1;16/01/2004;13168
583;2;3291;51;2;16/01/2004;13168
583;3;7631;6;2;16/01/2004;13168
583;4;4108;98;1;16/01/2004;13168
583;5;8159;71;3;16/01/2004;13168
583;6;8912;41;3;16/01/2004;13168
583;7;1391;20;1;16/01/2004;13168
583;8;9075;18;2;16/01/2004;13168
583;9;7469;25;1;16/01/2004;13168
584;1;9773;8;2;18/01/2004;15830
584;2;7264;24;1;18/01/2004;15830
584;3;5162;57;1;18/01/2004;15830
585;1;3685;30;2;21/01/2004;1807
585;2;7124;64;1;21/01/2004;1807
585;3;293;51;1;21/01/2004;1807
585;4;4634;27;3;21/01/2004;1807
586;1;6874;12;2;01/01/2004;7090
586;2;7942;10;2;01/01/2004;7090
587;1;6220;91;1;15/01/2004;7036
587;2;121;61;2;15/01/2004;7036
587;3;2162;15;2;15/01/2004;7036
587;4;5898;54;3;15/01/2004;7036
588;1;3787;79;3;20/01/2004;16394
588;2;1184;83;2;20/01/2004;16394
588;3;629;85;2;20/01/2004;16394
588;4;2531;7;1;20/01/2004;16394
588;5;9362;67;3;20/01/2004;16394
588;6;2338;11;2;20/01/2004;16394
588;7;2249;46;1;20/01/2004;16394
588;8;579;24;3;20/01/2004;16394
588;9;3797;64;1;20/01/2004;16394
589;1;3499;7;3;04/01/2004;32
589;2;6399;57;3;04/01/2004;32
590;1;2453;51;1;19/01/2004;5168
590;2;7576;32;2;19/01/2004;5168
590;3;5459;28;3;19/01/2004;5168
590;4;9455;83;3;19/01/2004;5168
590;5;8992;96;3;19/01/2004;5168
590;6;5841;22;1;19/01/2004;5168
590;7;5052;15;3;19/01/2004;5168
590;8;1607;73;2;19/01/2004;5168
591;1;5420;96;1;16/01/2004;10807
591;2;7039;32;3;16/01/2004;10807
591;3;359;64;2;16/01/2004;10807
591;4;8313;4;2;16/01/2004;10807
591;5;6021;85;2;16/01/2004;10807
591;6;4441;95;3;16/01/2004;10807
592;1;221;80;1;23/01/2004;4033
592;2;731;45;3;23/01/2004;4033
592;3;381;26;2;23/01/2004;4033
593;1;1063;43;3;02/01/2004;10865
593;2;7550;100;3;02/01/2004;10865
594;1;1886;30;1;18/01/2004;5938
594;2;5984;11;1;18/01/2004;5938
594;3;9483;86;1;18/01/2004;5938
595;1;5941;28;1;19/01/2004;7848
595;2;6130;48;2;19/01/2004;7848
595;3;4152;82;3;19/01/2004;7848
595;4;5372;24;2;19/01/2004;7848
596;1;8058;43;1;11/01/2004;11823
596;2;7680;96;2;11/01/2004;11823
596;3;557;86;1;11/01/2004;11823
596;4;8576;90;2;11/01/2004;11823
596;5;5734;11;1;11/01/2004;11823
596;6;6638;13;1;11/01/2004;11823
596;7;661;69;2;11/01/2004;11823
596;8;3721;36;3;11/01/2004;11823
597;1;6786;31;2;01/01/2004;8395
597;2;2146;50;1;01/01/2004;8395
597;3;3143;29;3;01/01/2004;8395
597;4;5470;49;2;01/01/2004;8395
597;5;3430;43;2;01/01/2004;8395
597;6;4668;36;1;01/01/2004;8395
598;1;5535;48;2;21/01/2004;4695
598;2;436;2;1;21/01/2004;4695
598;3;6132;21;3;21/01/2004;4695
598;4;2984;71;3;21/01/2004;4695
598;5;3194;79;3;21/01/2004;4695
598;6;3557;42;1;21/01/2004;4695
598;7;902;49;2;21/01/2004;4695
599;1;8624;40;1;29/01/2004;15373
599;2;8888;54;2;29/01/2004;15373
600;1;3804;71;2;31/01/2004;4634
600;2;6723;56;1;31/01/2004;4634
600;3;3005;33;1;31/01/2004;4634
600;4;6567;100;2;31/01/2004;4634
601;1;9490;10;2;11/01/2004;5396
601;2;3212;1;1;11/01/2004;5396
601;3;6946;33;2;11/01/2004;5396
601;4;6755;19;2;11/01/2004;5396
601;5;1799;5;3;11/01/2004;5396
601;6;7539;40;1;11/01/2004;5396
602;1;8743;95;2;31/01/2004;12853
602;2;3962;43;1;31/01/2004;12853
602;3;28;39;1;31/01/2004;12853
602;4;3444;58;1;31/01/2004;12853
602;5;2942;26;1;31/01/2004;12853
602;6;6473;79;2;31/01/2004;12853
602;7;2708;47;3;31/01/2004;12853
602;8;2974;49;1;31/01/2004;12853
602;9;692;2;2;31/01/2004;12853
603;1;3807;58;1;17/01/2004;15275
603;2;8742;94;1;17/01/2004;15275
604;1;8206;39;2;08/01/2004;17239
604;2;1073;91;1;08/01/2004;17239
604;3;9061;95;1;08/01/2004;17239
604;4;2852;33;1;08/01/2004;17239
604;5;4133;28;2;08/01/2004;17239
604;6;2514;87;1;08/01/2004;17239
604;7;2260;62;2;08/01/2004;17239
605;1;1419;19;1;24/01/2004;10467
605;2;5919;68;1;24/01/2004;10467
605;3;4656;34;3;24/01/2004;10467
605;4;3812;46;2;24/01/2004;10467
605;5;1070;27;2;24/01/2004;10467
605;6;2016;87;3;24/01/2004;10467
605;7;3362;24;1;24/01/2004;10467
